,r_p,m_p,r_s,m_s
0,20.42511622831934,27.78981944286466,0.5821447332824911,0.8678894762736503
1,20.57620353650708,30.436776568214224,0.4172414671826046,0.8825626147635601
2,20.352763156592836,29.737764833895728,0.45208319080404724,0.8474387909667795
3,20.395561607570805,29.08949042903572,0.4396869715951641,0.8228774792460328
4,20.454510371954324,29.49113379606598,0.38735631413658483,0.8088483112738358
5,20.192421309308962,32.78632707551313,0.21429788376520217,0.8402179613153962
6,20.516010887303228,30.179415889021016,0.3745402035275935,0.8862774356933052
7,20.384929637184243,29.211291895335926,0.44145218436915773,0.860031920013653
8,20.251619256750786,31.20842649219048,0.34012679197854995,0.8657760100262095
